Call Date,Custom Grouping,counts
01/14/2012,Aid Other Agency,17
01/14/2012,Chemical / Electrical,6
01/14/2012,Fire,240
01/14/2012,Medical,432
01/14/2012,Misc Emergency,37
01/14/2012,Rescue,3
01/14/2012,Various Other,16
01/14/2013,Aid Other Agency,21
01/14/2013,Chemical / Electrical,12
01/14/2013,Fire,195
01/14/2013,Medical,445
01/14/2013,Misc Emergency,38
01/14/2013,Rescue,1
01/14/2013,Various Other,14
01/14/2014,Aid Other Agency,7
01/14/2014,Chemical / Electrical,16
01/14/2014,Fire,194
01/14/2014,Medical,492
01/14/2014,Misc Emergency,16
01/14/2014,Rescue,2
01/14/2014,Various Other,9
01/14/2015,Aid Other Agency,8
01/14/2015,Chemical / Electrical,19
01/14/2015,Fire,213
01/14/2015,Medical,539
01/14/2015,Misc Emergency,43
01/14/2015,Rescue,5
01/14/2015,Various Other,11
01/14/2016,Aid Other Agency,9
01/14/2016,Chemical / Electrical,4
01/14/2016,Fire,194
01/14/2016,Medical,582
01/14/2016,Misc Emergency,45
01/14/2016,Various Other,7
01/14/2017,Aid Other Agency,15
01/14/2017,Chemical / Electrical,5
01/14/2017,Fire,196
01/14/2017,Medical,608
01/14/2017,Misc Emergency,31
01/14/2017,Rescue,54
01/14/2017,Various Other,13
01/14/2018,Aid Other Agency,11
01/14/2018,Chemical / Electrical,2
01/14/2018,Fire,190
01/14/2018,Medical,572
01/14/2018,Misc Emergency,35
01/14/2018,Rescue,9
01/14/2018,Various Other,12
01/14/2019,Aid Other Agency,12
01/14/2019,Chemical / Electrical,23
01/14/2019,Fire,192
01/14/2019,Medical,606
01/14/2019,Misc Emergency,38
01/14/2019,Rescue,17
01/14/2019,Various Other,11
01/15/2010,Aid Other Agency,11
01/15/2010,Chemical / Electrical,7
01/15/2010,Fire,221
01/15/2010,Medical,457
01/15/2010,Misc Emergency,27
01/15/2010,Rescue,1
01/15/2010,Various Other,7
01/15/2011,Aid Other Agency,6
01/15/2011,Chemical / Electrical,10
01/15/2011,Fire,232
01/15/2011,Medical,483
01/15/2011,Misc Emergency,31
01/15/2011,Various Other,7
01/15/2012,Aid Other Agency,4
01/15/2012,Chemical / Electrical,8
01/15/2012,Fire,178
01/15/2012,Medical,411
01/15/2012,Misc Emergency,46
01/15/2012,Rescue,17
01/15/2012,Various Other,10
01/15/2013,Aid Other Agency,12
01/15/2013,Chemical / Electrical,2
01/15/2013,Fire,167
01/15/2013,Medical,523
01/15/2013,Misc Emergency,27
01/15/2013,Rescue,2
01/15/2013,Various Other,10
01/15/2014,Aid Other Agency,7
01/15/2014,Chemical / Electrical,10
01/15/2014,Fire,180
01/15/2014,Medical,520
01/15/2014,Misc Emergency,46
01/15/2014,Various Other,13
01/15/2015,Aid Other Agency,8
01/15/2015,Chemical / Electrical,19
01/15/2015,Fire,200
01/15/2015,Medical,534
01/15/2015,Misc Emergency,45
01/15/2015,Rescue,3
01/15/2015,Various Other,8
01/15/2016,Aid Other Agency,7
01/15/2016,Chemical / Electrical,8
01/15/2016,Fire,221
01/15/2016,Medical,587
01/15/2016,Misc Emergency,40
01/15/2016,Rescue,2
01/15/2016,Various Other,12
01/15/2017,Aid Other Agency,16
01/15/2017,Chemical / Electrical,9
01/15/2017,Fire,162
01/15/2017,Medical,575
01/15/2017,Misc Emergency,37
01/15/2017,Rescue,5
01/15/2017,Various Other,24
01/15/2018,Aid Other Agency,11
01/15/2018,Chemical / Electrical,10
01/15/2018,Fire,216
01/15/2018,Medical,615
01/15/2018,Misc Emergency,26
01/15/2018,Rescue,9
01/15/2018,Various Other,12
01/15/2019,Aid Other Agency,16
01/15/2019,Chemical / Electrical,16
01/15/2019,Fire,173
01/15/2019,Medical,507
01/15/2019,Misc Emergency,41
01/15/2019,Rescue,14
01/15/2019,Various Other,17
01/16/2010,Aid Other Agency,7
01/16/2010,Chemical / Electrical,2
01/16/2010,Fire,121
01/16/2010,Medical,445
01/16/2010,Misc Emergency,34
01/16/2010,Rescue,14
01/16/2010,Various Other,3
01/16/2011,Aid Other Agency,7
01/16/2011,Chemical / Electrical,7
01/16/2011,Fire,123
01/16/2011,Medical,475
01/16/2011,Misc Emergency,24
01/16/2011,Rescue,16
01/16/2011,Various Other,11
01/16/2012,Aid Other Agency,8
01/16/2012,Chemical / Electrical,16
01/16/2012,Fire,213
01/16/2012,Medical,422
01/16/2012,Misc Emergency,26
01/16/2012,Rescue,2
01/16/2012,Various Other,4
01/16/2013,Aid Other Agency,14
01/16/2013,Chemical / Electrical,7
01/16/2013,Fire,167
01/16/2013,Medical,492
01/16/2013,Misc Emergency,15
01/16/2013,Various Other,12
01/16/2014,Aid Other Agency,11
01/16/2014,Chemical / Electrical,10
01/16/2014,Fire,130
01/16/2014,Medical,522
01/16/2014,Misc Emergency,29
01/16/2014,Various Other,6
01/16/2015,Aid Other Agency,9
01/16/2015,Chemical / Electrical,6
01/16/2015,Fire,151
01/16/2015,Medical,525
01/16/2015,Misc Emergency,48
01/16/2015,Rescue,3
01/16/2015,Various Other,5
01/16/2016,Aid Other Agency,12
01/16/2016,Chemical / Electrical,12
01/16/2016,Fire,234
01/16/2016,Medical,552
01/16/2016,Misc Emergency,47
01/16/2016,Rescue,1
01/16/2016,Various Other,8
01/16/2017,Aid Other Agency,9
01/16/2017,Chemical / Electrical,15
01/16/2017,Fire,171
01/16/2017,Medical,593
01/16/2017,Misc Emergency,27
01/16/2017,Rescue,21
01/16/2017,Various Other,11
01/16/2018,Aid Other Agency,11
01/16/2018,Chemical / Electrical,19
01/16/2018,Fire,247
01/16/2018,Medical,556
01/16/2018,Misc Emergency,26
01/16/2018,Rescue,4
01/16/2018,Various Other,11
01/16/2019,Aid Other Agency,64
01/16/2019,Chemical / Electrical,87
01/16/2019,Fire,297
01/16/2019,Medical,578
01/16/2019,Misc Emergency,12
01/16/2019,Rescue,16
01/16/2019,Various Other,22
01/17/2010,Aid Other Agency,8
01/17/2010,Chemical / Electrical,6
01/17/2010,Fire,166
01/17/2010,Medical,459
01/17/2010,Misc Emergency,30
01/17/2010,Rescue,1
01/17/2010,Various Other,7
01/17/2011,Aid Other Agency,18
01/17/2011,Chemical / Electrical,12
01/17/2011,Fire,132
01/17/2011,Medical,414
01/17/2011,Misc Emergency,19
01/17/2011,Various Other,7
01/17/2012,Aid Other Agency,18
01/17/2012,Chemical / Electrical,7
01/17/2012,Fire,180
01/17/2012,Medical,410
01/17/2012,Misc Emergency,39
01/17/2012,Rescue,1
01/17/2012,Various Other,8
01/17/2013,Aid Other Agency,14
01/17/2013,Chemical / Electrical,17
01/17/2013,Fire,120
01/17/2013,Medical,548
01/17/2013,Misc Emergency,31
01/17/2013,Rescue,14
01/17/2013,Various Other,2
01/17/2014,Aid Other Agency,11
01/17/2014,Chemical / Electrical,7
01/17/2014,Fire,243
01/17/2014,Medical,500
01/17/2014,Misc Emergency,34
01/17/2014,Rescue,1
01/17/2014,Various Other,11
01/17/2015,Aid Other Agency,15
01/17/2015,Chemical / Electrical,4
01/17/2015,Fire,233
01/17/2015,Medical,566
01/17/2015,Misc Emergency,51
01/17/2015,Rescue,23
01/17/2015,Various Other,4
01/17/2016,Aid Other Agency,8
01/17/2016,Chemical / Electrical,13
01/17/2016,Fire,228
01/17/2016,Medical,616
01/17/2016,Misc Emergency,33
01/17/2016,Various Other,9
01/17/2017,Aid Other Agency,21
01/17/2017,Chemical / Electrical,14
01/17/2017,Fire,144
01/17/2017,Medical,616
01/17/2017,Misc Emergency,49
01/17/2017,Rescue,16
01/17/2017,Various Other,7
01/17/2018,Aid Other Agency,6
01/17/2018,Chemical / Electrical,31
01/17/2018,Fire,136
01/17/2018,Medical,531
01/17/2018,Misc Emergency,42
01/17/2018,Various Other,9
01/17/2019,Aid Other Agency,11
01/17/2019,Chemical / Electrical,43
01/17/2019,Fire,176
01/17/2019,Medical,594
01/17/2019,Misc Emergency,52
01/17/2019,Rescue,29
01/17/2019,Various Other,23
01/18/2010,Aid Other Agency,17
01/18/2010,Chemical / Electrical,14
01/18/2010,Fire,203
01/18/2010,Medical,379
01/18/2010,Misc Emergency,22
01/18/2010,Rescue,1
01/18/2010,Various Other,17
01/18/2011,Aid Other Agency,7
01/18/2011,Chemical / Electrical,3
01/18/2011,Fire,122
01/18/2011,Medical,448
01/18/2011,Misc Emergency,26
01/18/2011,Rescue,14
01/18/2011,Various Other,14
01/18/2012,Aid Other Agency,8
01/18/2012,Chemical / Electrical,9
01/18/2012,Fire,187
01/18/2012,Medical,454
01/18/2012,Misc Emergency,33
01/18/2012,Rescue,2
01/18/2012,Various Other,11
01/18/2013,Aid Other Agency,7
01/18/2013,Chemical / Electrical,19
01/18/2013,Fire,198
01/18/2013,Medical,515
01/18/2013,Misc Emergency,65
01/18/2013,Rescue,13
01/18/2013,Various Other,8
01/18/2014,Aid Other Agency,6
01/18/2014,Chemical / Electrical,14
01/18/2014,Fire,178
01/18/2014,Medical,565
01/18/2014,Misc Emergency,32
01/18/2014,Rescue,30
01/18/2014,Various Other,8
01/18/2015,Aid Other Agency,6
01/18/2015,Chemical / Electrical,14
01/18/2015,Fire,206
01/18/2015,Medical,608
01/18/2015,Misc Emergency,20
01/18/2015,Rescue,14
01/18/2015,Various Other,4
01/18/2016,Aid Other Agency,4
01/18/2016,Chemical / Electrical,15
01/18/2016,Fire,239
01/18/2016,Medical,511
01/18/2016,Misc Emergency,31
01/18/2016,Rescue,41
01/18/2016,Various Other,11
01/18/2017,Aid Other Agency,21
01/18/2017,Chemical / Electrical,19
01/18/2017,Fire,159
01/18/2017,Medical,554
01/18/2017,Misc Emergency,46
01/18/2017,Rescue,3
01/18/2017,Various Other,15
01/18/2018,Aid Other Agency,14
01/18/2018,Chemical / Electrical,3
01/18/2018,Fire,156
01/18/2018,Medical,599
01/18/2018,Misc Emergency,36
01/18/2018,Various Other,3
01/18/2019,Aid Other Agency,17
01/18/2019,Chemical / Electrical,11
01/18/2019,Fire,205
01/18/2019,Medical,640
01/18/2019,Misc Emergency,33
01/18/2019,Rescue,6
01/18/2019,Various Other,9
01/19/2010,Aid Other Agency,9
01/19/2010,Chemical / Electrical,27
01/19/2010,Fire,151
01/19/2010,Medical,446
01/19/2010,Misc Emergency,31
01/19/2010,Rescue,2
01/19/2010,Various Other,25
01/19/2011,Aid Other Agency,9
01/19/2011,Chemical / Electrical,19
01/19/2011,Fire,183
01/19/2011,Medical,485
01/19/2011,Misc Emergency,45
01/19/2011,Rescue,1
01/19/2011,Various Other,13
01/19/2012,Aid Other Agency,7
01/19/2012,Chemical / Electrical,7
01/19/2012,Fire,187
01/19/2012,Medical,438
01/19/2012,Misc Emergency,51
01/19/2012,Rescue,3
01/19/2012,Various Other,6
01/19/2013,Aid Other Agency,11
01/19/2013,Chemical / Electrical,16
01/19/2013,Fire,202
01/19/2013,Medical,487
01/19/2013,Misc Emergency,48
01/19/2013,Rescue,41
01/19/2013,Various Other,13
01/19/2014,Aid Other Agency,8
01/19/2014,Chemical / Electrical,11
01/19/2014,Fire,171
01/19/2014,Medical,526
01/19/2014,Misc Emergency,29
01/19/2014,Rescue,28
01/19/2014,Various Other,13
01/19/2015,Aid Other Agency,7
01/19/2015,Chemical / Electrical,12
01/19/2015,Fire,203
01/19/2015,Medical,590
01/19/2015,Misc Emergency,14
01/19/2015,Various Other,5
01/19/2016,Aid Other Agency,14
01/19/2016,Chemical / Electrical,17
01/19/2016,Fire,205
01/19/2016,Medical,546
01/19/2016,Misc Emergency,34
01/19/2016,Rescue,2
01/19/2016,Various Other,6
01/19/2017,Aid Other Agency,11
01/19/2017,Chemical / Electrical,9
01/19/2017,Fire,194
01/19/2017,Medical,587
01/19/2017,Misc Emergency,37
01/19/2017,Rescue,3
01/19/2017,Various Other,13
01/19/2018,Aid Other Agency,11
01/19/2018,Chemical / Electrical,10
01/19/2018,Fire,184
01/19/2018,Medical,595
01/19/2018,Misc Emergency,40
01/19/2018,Rescue,11
01/19/2018,Various Other,9
01/19/2019,Aid Other Agency,15
01/19/2019,Chemical / Electrical,7
01/19/2019,Fire,217
01/19/2019,Medical,598
01/19/2019,Misc Emergency,27
01/19/2019,Rescue,4
01/19/2019,Various Other,14
01/20/2010,Aid Other Agency,13
01/20/2010,Chemical / Electrical,22
01/20/2010,Fire,196
01/20/2010,Medical,414
01/20/2010,Misc Emergency,40
01/20/2010,Rescue,3
01/20/2010,Various Other,11
01/20/2011,Aid Other Agency,5
01/20/2011,Chemical / Electrical,11
01/20/2011,Fire,196
01/20/2011,Medical,485
01/20/2011,Misc Emergency,41
01/20/2011,Rescue,1
01/20/2011,Various Other,14
01/20/2012,Aid Other Agency,13
01/20/2012,Chemical / Electrical,36
01/20/2012,Fire,371
01/20/2012,Medical,495
01/20/2012,Misc Emergency,70
01/20/2012,Rescue,1
01/20/2012,Various Other,16
01/20/2013,Aid Other Agency,12
01/20/2013,Chemical / Electrical,22
01/20/2013,Fire,217
01/20/2013,Medical,554
01/20/2013,Misc Emergency,47
01/20/2013,Rescue,13
01/20/2013,Various Other,9
01/20/2014,Aid Other Agency,8
01/20/2014,Chemical / Electrical,17
01/20/2014,Fire,228
01/20/2014,Medical,456
01/20/2014,Misc Emergency,34
01/20/2014,Various Other,4
01/20/2015,Aid Other Agency,6
01/20/2015,Chemical / Electrical,12
01/20/2015,Fire,175
01/20/2015,Medical,480
01/20/2015,Misc Emergency,26
01/20/2015,Rescue,15
01/20/2015,Various Other,9
01/20/2016,Aid Other Agency,4
01/20/2016,Chemical / Electrical,8
01/20/2016,Fire,209
01/20/2016,Medical,557
01/20/2016,Misc Emergency,45
01/20/2016,Rescue,17
01/20/2016,Various Other,11
01/20/2017,Aid Other Agency,16
01/20/2017,Chemical / Electrical,15
01/20/2017,Fire,181
01/20/2017,Medical,548
01/20/2017,Misc Emergency,30
01/20/2017,Rescue,2
01/20/2017,Various Other,28
01/20/2018,Aid Other Agency,6
01/20/2018,Chemical / Electrical,12
01/20/2018,Fire,193
01/20/2018,Medical,606
01/20/2018,Misc Emergency,60
01/20/2018,Rescue,1
01/20/2018,Various Other,18
01/20/2019,Aid Other Agency,9
01/20/2019,Chemical / Electrical,12
01/20/2019,Fire,186
01/20/2019,Medical,506
01/20/2019,Misc Emergency,18
01/20/2019,Rescue,9
01/20/2019,Various Other,10
01/21/2010,Aid Other Agency,9
01/21/2010,Chemical / Electrical,12
01/21/2010,Fire,170
01/21/2010,Medical,416
01/21/2010,Misc Emergency,28
01/21/2010,Various Other,8
01/21/2011,Aid Other Agency,8
01/21/2011,Chemical / Electrical,10
01/21/2011,Fire,121
01/21/2011,Medical,469
01/21/2011,Misc Emergency,23
01/21/2011,Rescue,3
01/21/2011,Various Other,12
01/21/2012,Aid Other Agency,15
01/21/2012,Chemical / Electrical,28
01/21/2012,Fire,254
01/21/2012,Medical,521
01/21/2012,Misc Emergency,51
01/21/2012,Rescue,31
01/21/2012,Various Other,8
01/21/2013,Aid Other Agency,7
01/21/2013,Chemical / Electrical,9
01/21/2013,Fire,174
01/21/2013,Medical,484
01/21/2013,Misc Emergency,13
01/21/2013,Rescue,17
01/21/2013,Various Other,6
01/21/2014,Aid Other Agency,13
01/21/2014,Chemical / Electrical,12
01/21/2014,Fire,143
01/21/2014,Medical,485
01/21/2014,Misc Emergency,23
01/21/2014,Rescue,2
01/21/2014,Various Other,8
01/21/2015,Aid Other Agency,16
01/21/2015,Chemical / Electrical,5
01/21/2015,Fire,215
01/21/2015,Medical,538
01/21/2015,Misc Emergency,56
01/21/2015,Rescue,1
01/21/2015,Various Other,22
01/21/2016,Aid Other Agency,6
01/21/2016,Chemical / Electrical,20
01/21/2016,Fire,165
01/21/2016,Medical,586
01/21/2016,Misc Emergency,11
01/21/2016,Various Other,3
01/21/2017,Aid Other Agency,10
01/21/2017,Chemical / Electrical,8
01/21/2017,Fire,179
01/21/2017,Medical,584
01/21/2017,Misc Emergency,41
01/21/2017,Rescue,2
01/21/2017,Various Other,17
01/21/2018,Aid Other Agency,13
01/21/2018,Chemical / Electrical,14
01/21/2018,Fire,159
01/21/2018,Medical,519
01/21/2018,Misc Emergency,38
01/21/2018,Rescue,15
01/21/2018,Various Other,5
01/21/2019,Aid Other Agency,13
01/21/2019,Chemical / Electrical,5
01/21/2019,Fire,175
01/21/2019,Medical,547
01/21/2019,Misc Emergency,39
01/21/2019,Rescue,27
01/21/2019,Various Other,10
01/22/2010,Aid Other Agency,5
01/22/2010,Chemical / Electrical,18
01/22/2010,Fire,165
01/22/2010,Medical,429
01/22/2010,Misc Emergency,52
01/22/2010,Rescue,14
01/22/2010,Various Other,10
01/22/2011,Aid Other Agency,12
01/22/2011,Chemical / Electrical,19
01/22/2011,Fire,169
01/22/2011,Medical,450
01/22/2011,Misc Emergency,27
01/22/2011,Rescue,24
01/22/2011,Various Other,6
01/22/2012,Aid Other Agency,9
01/22/2012,Chemical / Electrical,4
01/22/2012,Fire,154
01/22/2012,Medical,401
01/22/2012,Misc Emergency,41
01/22/2012,Rescue,16
01/22/2012,Various Other,11
01/22/2013,Aid Other Agency,12
01/22/2013,Chemical / Electrical,14
01/22/2013,Fire,203
01/22/2013,Medical,498
01/22/2013,Misc Emergency,51
01/22/2013,Various Other,5
01/22/2014,Aid Other Agency,6
01/22/2014,Chemical / Electrical,11
01/22/2014,Fire,184
01/22/2014,Medical,502
01/22/2014,Misc Emergency,36
01/22/2014,Rescue,12
01/22/2014,Various Other,15
01/22/2015,Aid Other Agency,11
01/22/2015,Chemical / Electrical,10
01/22/2015,Fire,174
01/22/2015,Medical,523
01/22/2015,Misc Emergency,33
01/22/2015,Rescue,1
01/22/2015,Various Other,8
01/22/2016,Aid Other Agency,13
01/22/2016,Chemical / Electrical,11
01/22/2016,Fire,160
01/22/2016,Medical,492
01/22/2016,Misc Emergency,42
01/22/2016,Rescue,13
01/22/2016,Various Other,15
01/22/2017,Aid Other Agency,11
01/22/2017,Chemical / Electrical,10
01/22/2017,Fire,199
01/22/2017,Medical,499
01/22/2017,Misc Emergency,24
01/22/2017,Rescue,1
01/22/2017,Various Other,13
01/22/2018,Aid Other Agency,11
01/22/2018,Chemical / Electrical,12
01/22/2018,Fire,183
01/22/2018,Medical,551
01/22/2018,Misc Emergency,49
01/22/2018,Rescue,3
01/22/2018,Various Other,20
01/22/2019,Aid Other Agency,8
01/22/2019,Chemical / Electrical,19
01/22/2019,Fire,113
01/22/2019,Medical,552
01/22/2019,Misc Emergency,20
01/22/2019,Rescue,1
01/22/2019,Various Other,9
01/23/2010,Aid Other Agency,10
01/23/2010,Chemical / Electrical,8
01/23/2010,Fire,156
01/23/2010,Medical,453
01/23/2010,Misc Emergency,22
01/23/2010,Rescue,5
01/23/2010,Various Other,9
01/23/2011,Aid Other Agency,8
01/23/2011,Chemical / Electrical,7
01/23/2011,Fire,165
01/23/2011,Medical,448
01/23/2011,Misc Emergency,17
01/23/2011,Rescue,18
01/23/2011,Various Other,6
01/23/2012,Aid Other Agency,7
01/23/2012,Chemical / Electrical,11
01/23/2012,Fire,254
01/23/2012,Medical,416
01/23/2012,Misc Emergency,16
01/23/2012,Rescue,2
01/23/2012,Various Other,17
01/23/2013,Aid Other Agency,10
01/23/2013,Chemical / Electrical,7
01/23/2013,Fire,150
01/23/2013,Medical,507
01/23/2013,Misc Emergency,39
01/23/2013,Rescue,3
01/23/2013,Various Other,16
01/23/2014,Aid Other Agency,11
01/23/2014,Chemical / Electrical,8
01/23/2014,Fire,138
01/23/2014,Medical,477
01/23/2014,Misc Emergency,32
01/23/2014,Rescue,1
01/23/2014,Various Other,15
01/23/2015,Aid Other Agency,5
01/23/2015,Chemical / Electrical,13
01/23/2015,Fire,168
01/23/2015,Medical,539
01/23/2015,Misc Emergency,35
01/23/2015,Rescue,5
01/23/2015,Various Other,6
01/23/2016,Aid Other Agency,5
01/23/2016,Chemical / Electrical,11
01/23/2016,Fire,134
01/23/2016,Medical,575
01/23/2016,Misc Emergency,17
01/23/2016,Various Other,12
01/23/2017,Aid Other Agency,17
01/23/2017,Chemical / Electrical,8
01/23/2017,Fire,236
01/23/2017,Medical,636
01/23/2017,Misc Emergency,36
01/23/2017,Rescue,4
01/23/2017,Various Other,11
01/23/2018,Aid Other Agency,9
01/23/2018,Chemical / Electrical,13
01/23/2018,Fire,268
01/23/2018,Medical,516
01/23/2018,Misc Emergency,41
01/23/2018,Rescue,1
01/23/2018,Various Other,14
01/23/2019,Aid Other Agency,12
01/23/2019,Chemical / Electrical,14
01/23/2019,Fire,184
01/23/2019,Medical,477
01/23/2019,Misc Emergency,37
01/23/2019,Rescue,10
01/23/2019,Various Other,27
01/24/2010,Aid Other Agency,4
01/24/2010,Chemical / Electrical,7
01/24/2010,Fire,125
01/24/2010,Medical,459
01/24/2010,Misc Emergency,37
01/24/2010,Rescue,1
01/24/2010,Various Other,12
01/24/2011,Aid Other Agency,10
01/24/2011,Chemical / Electrical,6
01/24/2011,Fire,173
01/24/2011,Medical,541
01/24/2011,Misc Emergency,25
01/24/2011,Rescue,2
01/24/2011,Various Other,13
01/24/2012,Aid Other Agency,6
01/24/2012,Chemical / Electrical,10
01/24/2012,Fire,117
01/24/2012,Medical,416
01/24/2012,Misc Emergency,21
01/24/2012,Various Other,10
01/24/2013,Aid Other Agency,20
01/24/2013,Chemical / Electrical,11
01/24/2013,Fire,172
01/24/2013,Medical,514
01/24/2013,Misc Emergency,17
01/24/2013,Various Other,4
01/24/2014,Aid Other Agency,18
01/24/2014,Chemical / Electrical,17
01/24/2014,Fire,259
01/24/2014,Medical,563
01/24/2014,Misc Emergency,33
01/24/2014,Rescue,26
01/24/2014,Various Other,15
01/24/2015,Aid Other Agency,4
01/24/2015,Chemical / Electrical,2
01/24/2015,Fire,143
01/24/2015,Medical,568
01/24/2015,Misc Emergency,29
01/24/2015,Rescue,12
01/24/2015,Various Other,15
01/24/2016,Aid Other Agency,11
01/24/2016,Chemical / Electrical,3
01/24/2016,Fire,147
01/24/2016,Medical,495
01/24/2016,Misc Emergency,75
01/24/2016,Rescue,12
01/24/2016,Various Other,8
01/24/2017,Aid Other Agency,19
01/24/2017,Chemical / Electrical,2
01/24/2017,Fire,178
01/24/2017,Medical,619
01/24/2017,Misc Emergency,41
01/24/2017,Rescue,2
01/24/2017,Various Other,28
01/24/2018,Aid Other Agency,5
01/24/2018,Chemical / Electrical,14
01/24/2018,Fire,222
01/24/2018,Medical,554
01/24/2018,Misc Emergency,36
01/24/2018,Rescue,1
01/24/2018,Various Other,5
01/24/2019,Aid Other Agency,6
01/24/2019,Chemical / Electrical,25
01/24/2019,Fire,182
01/24/2019,Medical,556
01/24/2019,Misc Emergency,23
01/24/2019,Rescue,1
01/24/2019,Various Other,11
01/25/2010,Aid Other Agency,8
01/25/2010,Chemical / Electrical,4
01/25/2010,Fire,141
01/25/2010,Medical,393
01/25/2010,Misc Emergency,60
01/25/2010,Rescue,1
01/25/2010,Various Other,12
01/25/2011,Aid Other Agency,7
01/25/2011,Chemical / Electrical,9
01/25/2011,Fire,186
01/25/2011,Medical,598
01/25/2011,Misc Emergency,66
01/25/2011,Rescue,11
01/25/2011,Various Other,18
01/25/2012,Aid Other Agency,4
01/25/2012,Chemical / Electrical,11
01/25/2012,Fire,165
01/25/2012,Medical,484
01/25/2012,Misc Emergency,4
01/25/2012,Rescue,2
01/25/2012,Various Other,11
01/25/2013,Aid Other Agency,4
01/25/2013,Chemical / Electrical,10
01/25/2013,Fire,146
01/25/2013,Medical,514
01/25/2013,Misc Emergency,28
01/25/2013,Rescue,11
01/25/2013,Various Other,14
01/25/2014,Aid Other Agency,18
01/25/2014,Chemical / Electrical,4
01/25/2014,Fire,193
01/25/2014,Medical,454
01/25/2014,Misc Emergency,45
01/25/2014,Rescue,19
01/25/2014,Various Other,6
01/25/2015,Aid Other Agency,8
01/25/2015,Chemical / Electrical,3
01/25/2015,Fire,119
01/25/2015,Medical,502
01/25/2015,Misc Emergency,37
01/25/2015,Rescue,1
01/25/2015,Various Other,20
